#
# U.S. Geological Survey
# National Water Information System
# Retrieved: 2022-10-26 05:12:41 EDT      (sdww02)
#
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Further Descriptions of the parameter_cd column can be found at:
# https://waterdata.usgs.gov/nwis/pmcodes
# Further Descriptions of codes in the result_cd column can be found at:
# https://waterdata.usgs.gov/nwis/help?codes_help#surface_water
#
# This information includes the following fields:
#
#  agency_cd    Agency Code
#  station_nm   Station Name
#  site_no      USGS station number
#  ts_id        TimeSeries ID
#  parameter_cd Parameter Code
#  result_dt    Date that the result was taken
#  result_tz_cd Time datum
#  result_va    Current value
#  result_cd    Code to show data quality
#  result_md    Date the result was modified in the NWIS database
#
agency_cd	site_no	station_nm	ts_id	parameter_cd	result_dt	result_tz_cd	result_va	result_cd	result_md
USGS	02288900	TAMIAMI CANAL OUTLETS, 40-MILE BEND TO MONROE, FL	31212	00065	2022-10-26 04:45:00	EDT	8.61		2022-10-26 05:01:02
USGS	02289019	TAMIAMI CANAL AT S-12-B  NR MIAMI, FL	31223	00065	2022-10-26 04:45:00	EDT	9.80		2022-10-26 04:55:02
USGS	02289019	TAMIAMI CANAL AT S-12-B  NR MIAMI, FL	31224	00065	2022-10-26 04:45:00	EDT	10.03		2022-10-26 04:55:02
USGS	02289035	THREE MILE CANAL BELOW G409 NEAR CLEWISTON, FL	31226	00065	2022-10-26 04:15:00	EDT	11.60		2022-10-26 04:30:54
USGS	02289041	TAMIAMI CANAL BELOW S-12-C, NEARMIAMI, FLA	170083	00065	2022-10-26 04:45:00	EDT	10.04		2022-10-26 04:55:02
USGS	02289041	TAMIAMI CANAL BELOW S-12-C, NEARMIAMI, FLA	170086	00065	2022-10-26 04:45:00	EDT	10.01		2022-10-26 04:55:02
USGS	02289054	TAMIAMI CANAL WEST END 2.6 MILE BRIDGE NR MIAMI FL	241688	00065	2022-10-26 04:30:00	EDT	6.97		2022-10-26 04:42:13
USGS	02289056	TAMIAMI CANAL EAST END 2.6 MILE BRIDGE NR MIAMI FL	241644	00065	2022-10-26 04:30:00	EDT	7.02		2022-10-26 04:42:13
USGS	02289080	TAMIAMI CANAL WEST END 1 MILE BRIDGE NR MIAMI, FL	31253	00065	2022-10-26 04:45:00	EDT	6.97		2022-10-26 04:51:03
USGS	02289085	TAMIAMI CANAL EAST END 1 MILE BRIDGE NR MIAMI, FL	31260	00065	2022-10-26 04:45:00	EDT	6.96		2022-10-26 04:50:56
USGS	02289500	TAMIAMI CANAL NEAR CORAL GABLES, FL	31268	00065	2022-10-26 04:00:00	EDT	3.16		2022-10-26 04:21:54
USGS	0229070825	BLACK CREEK CANAL WEST OF 127 AVE NR GOULDS, FL	250897	00065	2022-10-26 04:15:00	EDT	1.17		2022-10-26 04:30:14
USGS	0229070834	SW 122 AVE CANAL AT SW 202ND ST NR GOULDS, FL	268176	00065	2022-10-26 04:30:00	EDT	0.92		2022-10-26 04:41:03
USGS	0229070836	SW 122 AVE CANAL AT SW 208TH ST NR GOULDS, FL	268791	00065	2022-10-26 04:00:00	EDT	0.92		2022-10-26 04:13:14
USGS	022907085	BLACK CREEK CANAL WEST OF U.S. 1 NR  GOULDS, FL	31273	00065	2022-10-26 04:15:00	EDT	0.31		2022-10-26 04:28:53
USGS	0229070854	BLACK CREEK CANAL EAST OF US1 NR GOULDS, FL	250893	00065	2022-10-26 04:15:00	EDT	0.28		2022-10-26 04:30:14
USGS	02290709	10B BLACK CR CANAL AT OLD CUTLER RD NR GOU	31286	00065	2022-10-26 04:30:00	EDT	0.09		2022-10-26 04:38:02
USGS	022907647	LEVEE 31 NORTH EXTENSION 1 MILE NR WEST MIAMI FL	31292	00065	2022-10-26 05:00:00	EDT	5.78		2022-10-26 05:09:02
USGS	02290765	LEVEE 31 NORTH EXTENSION AT 3 MILE NR WEST MIAMI F	31298	00065	2022-10-26 05:00:00	EDT	5.79		2022-10-26 05:09:02
USGS	02290766	LEVEE 31 NORTH EXTENSION AT 4 MILE NR WEST MIAMI F	31305	00065	2022-10-26 05:00:00	EDT	5.82		2022-10-26 05:10:14
USGS	02290767	LEVEE 31 NORTH EXTENSION AT 5 MILE NR WEST MIAMI F	31312	00065	2022-10-26 05:00:00	EDT	5.78		2022-10-26 05:10:14
USGS	02290768	LEVEE 31 NORTH EXTENSION AT 7 MILE NR WEST MIAMI F	31319	00065	2022-10-26 05:00:00	EDT	5.71		2022-10-26 05:10:14
USGS	02290769	CANAL 111 AT S-18-C NEAR FLORIDA CITY, FL	31328	00065	2022-10-26 05:00:00	EDT	2.56		2022-10-26 05:08:03
USGS	022908205	NORTH RIVER UPSTREAM OF CUTOFF NEAR FLAMINGO, FL	31335	00065	2022-10-26 05:00:00	EDT	0.45		2022-10-26 05:06:03
USGS	022908205	NORTH RIVER UPSTREAM OF CUTOFF NEAR FLAMINGO, FL	31342	00065	2022-10-26 05:00:00	EDT	0.46		2022-10-26 05:06:03
USGS	022908295	BOTTLE CREEK AT ROOKERY BRANCH NEAR HOMESTEAD, FL	31356	00065	2022-10-26 04:30:00	EDT	1.44		2022-10-26 04:34:55
USGS	02290878	BROAD RIVER NEAR THE CUTOFF, FL	170213	00065	2022-10-26 04:30:00	EDT	0.96		2022-10-26 04:41:53
USGS	02290888	CHATHAM RIVER NEAR THE WATSON PLACE, FL	170220	00065	2022-10-26 04:30:00	EDT	0.91		2022-10-26 04:41:53
USGS	02290918	LOSTMANS RIVER BELOW SECOND BAY, FL	170228	00065	2022-10-26 04:30:00	EDT	0.84		2022-10-26 04:41:53
USGS	02290928	BARRON RIVER AT EVERGLADES CITY, FL	31396	00065	2022-10-26 04:45:00	EDT	1.62		2022-10-26 04:53:54
USGS	02290930	TURNER RIVER NR CHOKOLOSKEE ISLAND, FL	31401	00065	2022-10-26 04:30:00	EDT	6.10		2022-10-26 04:40:55
USGS	02291001	BARRON RIVER BELOW SR29-3 AT COPELAND, FL	31427	00065	2022-10-26 04:00:00	EDT	5.52		2022-10-26 04:24:25
USGS	02291500	IMPERIAL RIVER NEAR BONITA SPRINGS, FL	31463	00065	2022-10-26 04:45:00	EDT	8.85		2022-10-26 04:56:52
USGS	02291524	SPRING CREEK HEADWATER NEAR BONITA SPRINGS, FL	31465	00065	2022-10-26 04:15:00	EDT	7.25		2022-10-26 04:22:05
USGS	02291580	NORTH BRANCH ESTERO RIVER AT ESTERO, FL	31468	00065	2022-10-26 04:45:00	EDT	9.28		2022-10-26 04:49:54
USGS	02291597	SOUTH BRANCH ESTERO RIVER AT ESTERO, FL	31471	00065	2022-10-26 04:45:00	EDT	3.57		2022-10-26 04:51:03
USGS	02291669	SIXMILE CYPRESS CREEK NEAR FORT MYERS,  FL	31474	00065	2022-10-26 04:45:00	EDT	11.19		2022-10-26 04:50:56
USGS	02291673	TENMILE CANAL AT CONTROL NEAR ESTERO, FL	31477	00065	2022-10-26 04:45:00	EDT	5.89		2022-10-26 04:51:03
USGS	02291710	BRIARCLIFF DITCH AT MOUTH NEAR ESTERO,FL	31483	00065	2022-10-26 04:30:00	EDT	5.90		2022-10-26 04:50:56
USGS	02292010	CALOOSAHATCHEE CANAL DWS OF S-77 AT MOORE HAVEN FL	31494	00065	2022-10-26 04:30:00	EDT	10.87		2022-10-26 04:51:03
USGS	02292490	GOODNO CANAL BELOW S-78 NEAR LABELLE FL	240453	00065	2022-10-26 05:00:00	EDT	7.09		2022-10-26 05:09:14
USGS	02292740	JACKS BRANCH AT CR 78 NR FT DENAUD FL	240429	00065	2022-10-26 04:30:00	EDT	1.59		2022-10-26 04:56:02
USGS	02292780	TOWNSEND CANAL NEAR ALVA,FL	240380	00065	2022-10-26 05:00:00	EDT	1.63		2022-10-26 05:10:14
USGS	02292900	CALOOSAHATCHEE RIVER AT S-79, NR.OLGA, FLA	170443	00065	2022-10-26 04:45:00	EDT	2.92		2022-10-26 04:55:53
USGS	02292900	CALOOSAHATCHEE RIVER AT S-79, NR.OLGA, FLA	170444	00065	2022-10-26 04:45:00	EDT	3.05		2022-10-26 04:55:53
USGS	022929176	TELEGRAPH CREEK AT STATE HIGHWAY AT OLGA, FL	239508	00065	2022-10-26 04:30:00	EDT	1.69		2022-10-26 04:40:03
USGS	02293055	ORANGE RIVER NEAR BUCKINGHAM, FL	239406	00065	2022-10-26 04:30:00	EDT	1.66		2022-10-26 04:40:03
USGS	02293090	Popash Creek at Leetana Rd. nr North Fort Myers,FL	238752	00065	2022-10-26 04:15:00	EDT	1.54		2022-10-26 04:33:54
USGS	02293230	WHISKEY CREEK AT FT. MYERS, FL	31517	00065	2022-10-26 04:15:00	EDT	2.98		2022-10-26 04:21:54
USGS	02293262	GATOR SLOUGH WEST OF US-41 NEAR FT. MYERS FL	31550	00065	2022-10-26 03:45:00	EDT	13.05		2022-10-26 03:49:56
USGS	02293987	PEACE CREEK DRAINAGE CANAL NEAR WAHNETA FL	31589	00065	2022-10-26 05:00:00	EDT	42.23		2022-10-26 05:12:12
USGS	02294161	PEACE CREEK NEAR BARTOW FL	31593	00065	2022-10-26 04:45:00	EDT	98.98		2022-10-26 04:55:02
USGS	02294217	SADDLE CREEK AT ST.HWY 542 NEAR LAKELAND FL	31596	00065	2022-10-26 05:00:00	EDT	14.33		2022-10-26 05:10:53
USGS	02294261	LAKE PARKER OUTLET AT COMBEE SETTLEMENT FL	165786	00065	2022-10-26 04:30:00	EDT	119.15		2022-10-26 04:42:13
USGS	02294290	SADDLE CREEK AT STATE HWY 570 NEAR EATON PARK FL	31603	00065	2022-10-26 04:30:00	EDT	12.84		2022-10-26 04:40:03
USGS	02294330	LAKE LENA RUN NEAR AUBURNDALE FL	31610	00065	2022-10-26 05:00:00	EDT	8.66		2022-10-26 05:12:12
USGS	02294405	BANANA-HANCOCK CANAL NR HIGHLAND CITY, FL	31613	00065	2022-10-26 04:15:00	EDT	2.41		2022-10-26 04:21:54
USGS	02294491	SADDLE CREEK AT STRUCTURE P-11 NEAR BARTOW FL	31616	00065	2022-10-26 04:30:00	EDT	16.30		2022-10-26 04:39:24
USGS	02294650	PEACE RIVER AT SR 60 AT BARTOW, FL	31620	00065	2022-10-26 04:15:00	EDT	7.66		2022-10-26 04:22:10
USGS	02294655	PEACE RIVER NEAR BARTOW FL	167108	00065	2022-10-26 04:15:00	EDT	11.95		2022-10-26 04:30:14
USGS	02294705	PEACE RV DISTRIBUTARY AT DOVER SINK NR BARTOW FL	167112	00065	2022-09-29 19:45:00	EDT	Fld		2022-10-04 08:35:03
USGS	02294747	SIXMILE CREEK AT BARTOW FL	167114	00065	2022-10-26 04:15:00	EDT	12.07		2022-10-26 04:25:14
USGS	02294759	PHOSPHATE MINE OUTFALL CS-8 NEAR BARTOW FL	167139	00065	2022-10-26 05:00:00	EDT	3.74		2022-10-26 05:04:14
USGS	02294760	BARBER BRANCH NEAR HOMELAND FL	167142	00065	2022-10-26 05:00:00	EDT	2.73		2022-10-26 05:04:55
USGS	02294775	PEACE RIVER AT CLEAR SPRINGS NEAR BARTOW FL	167145	00065	2022-10-26 05:00:00	EDT	39.03		2022-10-26 05:05:15
USGS	02294781	PEACE RIVER NEAR HOMELAND FL	167148	00065	2022-10-26 04:15:00	EDT	87.79		2022-10-26 04:23:02
USGS	02294898	PEACE RIVER AT FORT MEADE FL	31625	00065	2022-10-26 04:15:00	EDT	77.84		2022-10-26 04:23:02
USGS	02295013	BOWLEGS CREEK NEAR FORT MEADE FL	167152	00065	2022-10-26 04:45:00	EDT	4.95		2022-10-26 04:47:53
USGS	02295163	WHIDDEN CREEK NEAR FORT MEADE FL	31629	00065	2022-10-26 05:00:00	EDT	12.61		2022-10-26 05:04:55
USGS	02295194	PEACE RIVER AT BOWLING GREEN FL	31633	00065	2022-10-26 04:30:00	EDT	54.15		2022-10-26 05:10:14
USGS	02295420	PAYNE CREEK NEAR BOWLING GREEN FL	31636	00065	2022-10-26 05:00:00	EDT	6.11		2022-10-26 05:12:12
USGS	02295440	PEACE RIVER AT STATE HWY 664A NEAR WAUCHULA FL	31638	00065	2022-10-26 05:00:00	EDT	49.66		2022-10-26 05:09:54
USGS	02295520	LITTLE CHARLIE CREEK NEAR BOWLING GREEN FL	31640	00065	2022-10-26 05:00:00	EDT	57.88		2022-10-26 05:11:54
USGS	02295580	LITTLE CHARLIE CREEK NEAR MOUTH NEAR WAUCHULA FL	31644	00065	2022-10-26 04:15:00	EDT	50.67		2022-10-26 04:23:02
USGS	02295637	PEACE RIVER AT US 17 AT ZOLFO SPRINGS, FL	31649	00065	2022-10-26 04:30:00	EDT	13.38		2022-10-26 04:42:13
USGS	02296260	CHARLIE CREEK NEAR CREWSVILLE FL	31651	00065	2022-10-26 04:45:00	EDT	14.32		2022-10-26 04:59:54
USGS	02296389	OAK CREEK NEAR GARDNER FL	274457	00065	2022-10-26 04:00:00	EDT	6.93		2022-10-26 04:21:54
USGS	02296500	CHARLIE CREEK NEAR GARDNER FL	31656	00065	2022-10-26 05:00:00	EDT	6.55		2022-10-26 05:12:12
USGS	02296750	PEACE RIVER AT SR 70 AT ARCADIA, FL	31659	00065	2022-10-26 04:30:00	EDT	8.32		2022-10-26 04:42:13
USGS	02297100	JOSHUA CREEK AT NOCATEE FL	31663	00065	2022-10-26 04:15:00	EDT	6.80		2022-10-26 04:21:54
USGS	02297155	HORSE CREEK NEAR MYAKKA HEAD FL	31674	00065	2022-10-26 05:00:00	EDT	12.03		2022-10-26 05:04:14
USGS	02297251	HORSE CREEK NEAR LIMESTONE FL	255760	00065	2022-10-26 04:45:00	EDT	53.13		2022-10-26 04:55:02
USGS	02297310	HORSE CREEK AT SR 72 NEAR ARCADIA, FL	31677	00065	2022-10-26 04:30:00	EDT	6.85		2022-10-26 04:41:03
USGS	02297345	PEACE RIVER AT PLATT FL	31680	00065	2022-10-26 04:00:00	EDT	1.80		2022-10-26 04:15:03
USGS	02297350	PEACE RIVER NR PEACE RIVER HEIGHTS NR FT. OGDEN FL	31686	00065	2022-10-26 04:15:00	EDT	2.84		2022-10-26 04:22:07
USGS	02297600	SHELL CREEK AT CIRCLE K GROVES NEAR FT OGDEN FL	31697	00065	2022-10-26 04:30:00	EDT	10.78		2022-10-26 04:41:03
USGS	02297635	SHELL CREEK ON CR 764 NEAR PUNTA GORDA FL	31700	00065	2022-10-26 05:00:00	EDT	18.82		2022-10-26 05:10:53
USGS	02298110	PRAIRIE CREEK UPSTREAM OF SR 31 NEAR FT OGDEN FL	31705	00065	2022-10-26 04:15:00	EDT	8.28		2022-10-26 04:30:54
USGS	02298123	PRAIRIE CREEK NEAR FORT OGDEN FL	31709	00065	2022-10-26 05:00:00	EDT	4.87		2022-10-26 05:12:12
USGS	02298170	PRAIRIE CREEK ON CR 764 NEAR PUNTA GORDA FL	31715	00065	2022-10-26 05:00:00	EDT	16.56		2022-10-26 05:10:53
USGS	02298202	SHELL CREEK NEAR PUNTA GORDA FL	31721	00065	2022-10-26 05:00:00	EDT	5.40		2022-10-26 05:09:02
USGS	02298488	MYAKKA RIVER UPST FROM YOUNGS CK NR MYAKKA CITY FL	31729	00065	2022-10-26 04:45:00	EDT	44.16		2022-10-26 04:57:55
USGS	02298492	LONG CREEK NEAR MYAKKA CITY FL	31732	00065	2022-10-26 04:45:00	EDT	44.29		2022-10-26 04:58:53
USGS	02298494	FLATFORD SWAMP NR MYAKKA RIVER NR MYAKKA CITY FL	31736	00065	2022-10-26 04:45:00	EDT	40.82		2022-10-26 04:59:14
USGS	02298495	MAPLE CREEK NEAR MYAKKA CITY FL	31738	00065	2022-10-26 04:45:00	EDT	41.44		2022-10-26 04:57:55
USGS	02298527	OGLEBY CK DNSTR FROM BOGGY CK NEAR MYAKKA CITY FL	31741	00065	2022-10-26 04:45:00	EDT	44.69		2022-10-26 05:01:02
USGS	02298530	COKER CREEK NEAR MYAKKA CITY FL	31744	00065	2022-10-26 05:00:00	EDT	55.15		2022-10-26 05:06:03
USGS	02298554	MYAKKA RIVER NEAR MYAKKA CITY FL	31747	00065	2022-10-26 04:15:00	EDT	8.33		2022-10-26 04:21:54
USGS	02298608	MYAKKA RIVER AT MYAKKA CITY FL	31751	00065	2022-10-26 05:00:00	EDT	6.45		2022-10-26 05:10:53
USGS	02298760	HOWARD CREEK NEAR SARASOTA FL	31755	00065	2022-10-26 04:00:00	EDT	11.33		2022-10-26 04:13:56
USGS	02298830	MYAKKA RIVER NEAR SR 72 NEAR SARASOTA, FL	31758	00065	2022-10-26 05:00:00	EDT	6.02		2022-10-26 05:07:14
USGS	02298880	MYAKKA RIVER AT CONTROL NEAR LAUREL FL	31762	00065	2022-10-26 05:00:00	EDT	6.98		2022-10-26 05:10:14
USGS	02299230	MYAKKA RIVER AT NORTH PORT CHARLOTTE FL	31764	00065	2022-10-26 04:00:00	EDT	1.85		2022-10-26 04:21:54
USGS	02299260	WARM MINERAL SPRINGS NEAR WOODMERE FL	219980	00065	2022-10-26 04:00:00	EDT	3.39		2022-10-26 04:21:54
USGS	02299410	BIG SLOUGH CANAL NEAR MYAKKA CITY FL	31771	00065	2022-10-26 05:00:00	EDT	26.33		2022-10-26 05:11:54
USGS	02299450	BIG SLOUGH AT TROPICAIRE BLVD NEAR NORTH PORT FL	31773	00065	2022-10-26 04:00:00	EDT	17.82		2022-10-26 04:15:03
USGS	02299472	BIG SLOUGH AT WEST PRICE BLVD NEAR NORTH PORT FL	31778	00065	2022-10-26 04:00:00	EDT	5.06		2022-10-26 04:21:54
USGS	02299482	COCOPLUM WATERWAY AT NORTH PORT FL	31784	00065	2022-10-26 04:15:00	EDT	4.85		2022-10-26 04:30:54
USGS	02299484	BIG SLOUGH AT WCS-101 AT NORTH PORT FL	31792	00065	2022-10-26 04:15:00	EDT	20.05		2022-10-26 04:30:54
USGS	02299727	SHAKETT CREEK NEAR NOKOMIS FL	31812	00065	2022-10-26 04:00:00	EDT	1.73		2022-10-26 04:21:54
USGS	02299730	DONNA BAY AT HIGHWAY 41 AT NOKOMIS FL	210692	00065	2022-10-26 04:00:00	EDT	0.21		2022-10-26 04:21:46
USGS	02299734	CURRY CREEK AT HIGHWAY 41 AT NOKOMIS FL	31824	00065	2022-10-26 04:30:00	EDT	-0.09		2022-10-26 04:38:54
USGS	02299735	VENICE INLET AT CROW'S NEST MARINA AT VENICE FL	31828	00065	2022-10-26 04:00:00	EDT	0.09		2022-10-26 04:15:03
USGS	02299861	WALKER CREEK NEAR SARASOTA FL	245694	00065	2022-10-26 04:30:00	EDT	1.81		2022-10-26 04:33:14
USGS	02299950	MANATEE RIVER AT SR 64 NEAR MYAKKA HEAD, FL	31839	00065	2022-10-26 04:15:00	EDT	4.59		2022-10-26 04:30:54
USGS	023000095	MANATEE RIVER AT RYE FL	31849	00065	2022-10-26 04:15:00	EDT	2.72		2022-10-26 04:27:14
USGS	02300017	GAMBLE CREEK AT COUNTY ROAD 675 NEAR PARRISH FL	31855	00065	2022-10-26 04:00:00	EDT	9.38		2022-10-26 04:22:07
USGS	02300018	GAMBLE CREEK NEAR PARRISH FL	31858	00065	2022-10-26 04:15:00	EDT	5.04		2022-10-26 04:21:54
USGS	02300033	BRADEN RIV AT LAKEWOOD RANCH NR LORRAINE FL	31872	00065	2022-10-26 04:15:00	EDT	11.38		2022-10-26 04:27:53
USGS	02300042	WARD LAKE NEAR BRADENTON FL	31878	00065	2022-10-26 05:00:00	EDT	3.97		2022-10-26 05:02:44
USGS	02300075	FROG CREEK AT BUFFALO ROAD NEAR RUBONIA FL	31880	00065	2022-10-26 04:15:00	EDT	7.03		2022-10-26 04:30:14
USGS	02300082	FROG CREEK NEAR RUBONIA FL	31883	00065	2022-10-26 04:00:00	EDT	2.36		2022-10-26 04:12:56
USGS	02300100	LITTLE MANATEE RIVER NEAR FT. LONESOME FL	31891	00065	2022-10-26 04:30:00	EDT	4.05		2022-10-26 04:38:54
USGS	02300210	SOUTH FORK LITTLE MANATEE RIVER NEAR PARRISH FL	31894	00065	2022-10-26 04:15:00	EDT	13.10		2022-10-26 04:21:54
USGS	02300300	SOUTH FORK LITTLE MANATEE RIVER NEAR WIMAUMA FL	31897	00065	2022-10-26 04:15:00	EDT	9.55		2022-10-26 04:22:07
USGS	02300500	LITTLE MANATEE RIVER AT US 301 NEAR WIMAUMA, FL	31903	00065	2022-10-26 05:00:00	EDT	4.45		2022-10-26 05:09:54
USGS	02300700	BULLFROG CREEK NEAR WIMAUMA FL	31912	00065	2022-10-26 04:15:00	EDT	19.71		2022-10-26 04:26:54
USGS	02300703	BULLFROG CREEK NEAR RIVERVIEW FL	31916	00065	2022-10-26 04:15:00	EDT	13.93		2022-10-26 04:30:54
USGS	02300882	NORTH PRONG ALAFIA RIVER NEAR NICHOLS FL	31918	00065	2022-10-26 05:00:00	EDT	78.60		2022-10-26 05:08:03
USGS	02300995	THIRTYMILE CREEK NEAR NICHOLS FL	31921	00065	2022-10-26 05:00:00	EDT	10.91		2022-10-26 05:06:03
USGS	02301000	NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL	31924	00065	2022-10-26 05:00:00	EDT	3.83		2022-10-26 05:10:53
USGS	02301150	SOUTH PRONG ALAFIA RIVER NEAR FT LONESOME FL	31927	00065	2022-10-26 05:00:00	EDT	78.14		2022-10-26 05:08:27
USGS	02301300	SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL	31932	00065	2022-10-26 05:00:00	EDT	14.54		2022-10-26 05:02:44
USGS	02301500	ALAFIA RIVER AT LITHIA PINECREST RD AT LITHIA, FL	31937	00065	2022-10-26 04:00:00	EDT	5.89		2022-10-26 04:21:54
USGS	02301635	ALAFIA RIVER NEAR BELL SHOALS RD NR RIVERVIEW FL	262493	00065	2022-10-26 04:00:00	EDT	2.75		2022-10-26 04:14:14
USGS	02301718	ALAFIA RIVER AT US 301 AT RIVERVIEW, FL	31947	00065	2022-10-26 05:00:00	EDT	2.27		2022-10-26 05:09:14
USGS	02301721	ALAFIA RIVER AT GIBSONTON FL	31968	00065	2022-10-26 04:45:00	EDT	2.13		2022-10-26 04:53:54
USGS	02301738	ARCHIE CREEK AT 78TH STREET NEAR TAMPA FL	31977	00065	2022-10-26 05:00:00	EDT	19.80		2022-10-26 05:09:02
USGS	02301740	NORTH ARCHIE CREEK AT PROGRESS BLVD. NEAR TAMPA FL	31980	00065	2022-10-26 05:00:00	EDT	13.09		2022-10-26 05:09:02
USGS	02301745	DELANEY CREEK POPOFF CANAL NEAR TAMPA FL	31984	00065	2022-10-26 05:00:00	EDT	7.27		2022-10-26 05:09:02
USGS	02301750	DELANEY CREEK NEAR TAMPA FL	31989	00065	2022-10-26 05:00:00	EDT	0.86		2022-10-26 05:09:54
USGS	02301793	EAST LAKE OUTFALL AT E. CHELSEA ST. NEAR TAMPA FL	31993	00065	2022-10-26 05:00:00	EDT	21.90		2022-10-26 05:03:54
USGS	02301900	FOX BRANCH NEAR SOCRUM, FL	31997	00065	2022-10-26 04:45:00	EDT	3.94		2022-10-26 04:53:03
USGS	02301990	HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL	32000	00065	2022-10-26 04:15:00	EDT	52.77		2022-10-26 04:22:07
USGS	02302000	CRYSTAL SPRINGS NEAR ZEPHYRHILLS FL	32003	00065	2022-10-26 05:00:00	EDT	54.25		2022-10-26 05:09:54
USGS	02302010	HILLSBOROUGH R BL CRYSTAL SPR NEAR ZEPHYRHILLS FL	32007	00065	2022-10-26 04:15:00	EDT	50.02		2022-10-26 04:21:54
USGS	02302500	BLACKWATER CREEK NEAR KNIGHTS FL	32011	00065	2022-10-26 04:15:00	EDT	71.42		2022-10-26 04:29:55
USGS	02303000	HILLSBOROUGH RV AT STATE PARK NR ZEPHYRHILLS, FL	32016	00065	2022-10-26 05:00:00	EDT	1.52		2022-10-26 05:10:53
USGS	02303205	BAKER CREEK AT MCINTOSH ROAD NEAR ANTIOCH FL	32021	00065	2022-10-26 04:30:00	EDT	2.99		2022-10-26 04:47:03
USGS	02303330	HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL	32026	00065	2022-10-26 04:45:00	EDT	26.15		2022-10-26 05:00:13
USGS	02303346	TROUT CREEK AT CHANCEY RD AT WESLEY CHAPEL FL	257289	00065	2022-10-26 05:00:00	EDT	60.86		2022-10-26 05:12:12
USGS	02303348	TROUT CREEK AT WESLEY CHAPEL FL	32032	00065	2022-10-26 04:30:00	EDT	44.09		2022-10-26 04:32:54
USGS	02303350	TROUT CREEK NEAR SULPHUR SPRINGS FL	32036	00065	2022-10-26 04:15:00	EDT	36.06		2022-10-26 04:22:07
USGS	02303400	CYPRESS CREEK NEAR SAN ANTONIO FL	32041	00065	2022-10-26 04:30:00	EDT	70.88		2022-10-26 04:32:54
USGS	02303410	CYPRESS CREEK TRIBUTARY NR WESLEY CHAPEL FL	32045	00065	2022-10-26 04:30:00	EDT	58.91		2022-10-26 04:32:54
USGS	02303420	CYPRESS CREEK AT SR 54 AT WORTHINGTON GARDENS, FL	32049	00065	2022-10-26 05:00:00	EDT	5.09		2022-10-26 05:10:53
USGS	02303424	CYPRESS CR AT COUNTY LINE RD AT WESLEY CHAPEL FL	32053	00065	2022-10-26 05:00:00	EDT	37.20		2022-10-26 05:09:02
USGS	02303800	CYPRESS CREEK NEAR SULPHUR SPRINGS FL	32056	00065	2022-10-26 04:15:00	EDT	28.18		2022-10-26 04:22:07
USGS	02304000	HILLSBOROUGH R AT FOWLER AV NEAR TEMPLE TERRACE FL	32059	00065	2022-10-26 04:45:00	EDT	22.90		2022-10-26 05:00:13
USGS	02304500	HILLSBOROUGH RIVER NEAR TAMPA FL	32066	00065	2022-10-26 04:30:00	EDT	22.83		2022-10-26 04:35:54
USGS	02304510	HILLSBOROUGH RIVER AT ROWLETT PK DR NEAR TAMPA FL	32078	00065	2022-10-26 04:15:00	EDT	2.79		2022-10-26 04:30:54
USGS	02305851	CURIOSITY CREEK AT 122ND AVE NEAR SULPHUR SPGS. FL	32097	00065	2022-10-26 05:00:00	EDT	29.94		2022-10-26 05:10:53
USGS	02306000	SULPHUR SPRINGS AT SULPHUR SPRINGS FL	32101	00065	2022-10-26 04:30:00	EDT	7.11		2022-10-26 04:43:53
USGS	023060003	SULPHUR SPRINGS RUN AT SULPHUR SPRINGS FL	32107	00065	2022-10-26 04:30:00	EDT	2.66		2022-10-26 04:43:53
USGS	023060013	HILLSBOROUGH R. AT I-275 BRIDGE AT SULPHUR SPGS FL	32123	00065	2022-10-26 04:30:00	EDT	2.54		2022-10-26 04:44:03
USGS	02306028	HILLSBOROUGH RIVER AT PLATT STREET AT TAMPA FL	32124	00065	2022-10-26 04:00:00	EDT	12.65		2022-10-26 04:13:56
USGS	02306500	SWEETWATER CREEK NEAR SULPHUR SPRINGS FL	32134	00065	2022-10-26 04:30:00	EDT	2.08		2022-10-26 04:32:54
USGS	02306647	SWEETWATER CREEK NEAR TAMPA FL	32138	00065	2022-10-26 05:00:00	EDT	10.94		2022-10-26 05:09:54
USGS	023066535	HENRY STREET CANAL AT BENJAMIN ROAD NEAR TAMPA FL	164979	00065	2022-10-26 05:00:00	EDT	8.28		2022-10-26 05:10:53
USGS	02306774	ROCKY CREEK AT ST HWY 587 AT CITRUS PARK FL	32147	00065	2022-10-26 05:00:00	EDT	17.60		2022-10-26 05:10:53
USGS	02306904	BRUSHY CREEK NEAR SULPHUR SPRINGS	32151	00065	2022-10-26 04:30:00	EDT	7.14		2022-10-26 04:39:24
USGS	02306950	BRUSHY CREEK NEAR CITRUS PARK FL	32153	00065	2022-10-26 05:00:00	EDT	2.25		2022-10-26 05:10:53
